"","Name","Program.Identifier","Inspection.Date","Description","Address","City","Zip.Code","Phone","Longitude","Latitude","Inspection.Business.Name","Inspection.Type","Inspection.Score","Inspection.Result","Inspection.Closed.Business","Violation.Type","Violation.Description","Violation.Points","Business_ID","Inspection_Serial_Num","Violation_Record_ID","Grade"
"6449","WILLIE'S TASTE OF SOUL","WILLIE'S TASTE OF SOUL","9/21/18","Seating 13-50 - Risk Category III","3427 RAINIER AVE S ","Seattle",98144,"(206) 722-3229",-122.2937031,47.57207472,"WILLIE'S TASTE OF SOUL","Routine Inspection/Field Review",11,"Satisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0055037","DADJM5Z4O","IV2MPV0AZ",2
"6450","WILLIE'S TASTE OF SOUL","WILLIE'S TASTE OF SOUL","9/21/18","Seating 13-50 - Risk Category III","3427 RAINIER AVE S ","Seattle",98144,"(206) 722-3229",-122.2937031,47.57207472,"WILLIE'S TASTE OF SOUL","Routine Inspection/Field Review",11,"Satisfactory",FALSE,"BLUE","4300 - Non-food contact surfaces maintained and clean",3,"PR0055037","DADJM5Z4O","IVE50HO6M",2
"6451","CAFE IN THE COURT","CAFE IN THE COURT","9/22/18","Caterer - Risk Category III","401 2ND AVE S ","Seattle",98104,"(206) 467-5533",-122.3320185,47.59875408,"CAFE IN THE COURT","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0011401","DAH9JP8GT","",NA
"6452","MEDITERRANEAN MIX","MEDITERRANEAN MIX #3 @ 205 1ST AVE S","9/22/18","Mobile Food Unit - Risk Category II","205 1ST AVE S ","Seattle",98104,"",-122.3345079,47.6006651,"MEDITERRANEAN MIX","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0021590","DAL2WJUA9","IVJL9BGUQ",NA
"6453","MEDITERRANEAN MIX","MEDITERRANEAN MIX #3 @ 205 1ST AVE S","9/22/18","Mobile Food Unit - Risk Category II","205 1ST AVE S ","Seattle",98104,"",-122.3345079,47.6006651,"MEDITERRANEAN MIX","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0021590","DAL2WJUA9","IV0WL3T8G",NA
"6454","HAWKS DOGS #2","HAWKS DOGS #2 (KC802)@ 1500 BROADWAY SEATTLE 98122","9/22/18","Mobile Food Unit - Risk Category III","8909 16TH AVE S","SEATTLE",98108,"(360) 989-8192",-122.2802812,47.63383361,"HAWKS DOGS #2","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0087078","DALP1FEDW","",NA
"6455","HAWKS DOGS #2","HAWKS DOGS #3 @ 1103 E  PIKE ST","9/22/18","Mobile Food Unit - Risk Category III","8909 16TH AVE S","SEATTLE",98108,"(360) 989-8192",-122.2802812,47.63383361,"HAWKS DOGS #2","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0087208","DACCAICEM","",NA
"6456","GOURMET DOG JAPON","GOURMET DOG JAPON C2 5L@810 E PIKE ST SEATTLE","9/22/18","Mobile Food Unit - Risk Category II","918 E PIKE ST","SEATTLE",98122,"(425) 503-9017",-122.31973,47.61423,"GOURMET DOG JAPON","Routine Inspection/Field Review",35,"Unsatisfactory",TRUE,"RED","0600 - Adequate handwashing facilities",10,"PR0084574","DAUFJP7C0","IVK0EN0XX",NA
"6457","GOURMET DOG JAPON","GOURMET DOG JAPON C2 5L@810 E PIKE ST SEATTLE","9/22/18","Mobile Food Unit - Risk Category II","918 E PIKE ST","SEATTLE",98122,"(425) 503-9017",-122.31973,47.61423,"GOURMET DOG JAPON","Routine Inspection/Field Review",35,"Unsatisfactory",TRUE,"RED","0400 - Hands washed as required",25,"PR0084574","DAUFJP7C0","IVDL8U99X",NA
"6458","INTRIGUE CHOCOLATE CO.","INTRIGUE CHOCOLATE CO.","9/22/18","Seating 13-50 - Risk Category I","1520 15TH AVE","SEATTLE",98122,"(206) 637-6449",-122.3125372,47.61488115,"INTRIGUE CHOCOLATE CO.","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0087405","DAJ0EQRBO","",1
"6459","MARSEILLE","MARSEILLE","9/22/18","Seating 13-50 - Risk Category III","1531 MELROSE AVE","SEATTLE",98122,"(206) 979-7029",-122.328129,47.61483379,"MARSEILLE","Routine Inspection/Field Review",10,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0087454","DAHU3XW0M","IV4VOOJZO",1
"6460","MARSEILLE","MARSEILLE","9/22/18","Seating 13-50 - Risk Category III","1531 MELROSE AVE","SEATTLE",98122,"(206) 979-7029",-122.328129,47.61483379,"MARSEILLE","Routine Inspection/Field Review",10,"Satisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0087454","DAHU3XW0M","IVZRKFNQR",1
"6461","STARBUCKS COFFEE #3238","STARBUCKS COFFEE #3238","9/22/18","Seating 13-50 - Risk Category II","121 LAKESIDE AVE","Seattle",98122,"",-122.2854377,47.60238292,"STARBUCKS COFFEE #3238","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0052233","DAT6NL6VK","IVUZJLH0I",1
"6462","BEBAS & AMIGOS","BEBAS & AMIGOS","9/24/18","Seating 51-150 - Risk Category III","700 5TH AVE","Seattle",98104,"(206) 622-7085",-122.3298807,47.60500737,"BEBAS & AMIGOS","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0026380","DAXNCSQ0F","",4
"6463","BISCUIT BITCH, INC","BISCUIT BITCH, INC","9/24/18","Seating 13-50 - Risk Category III","621 3RD AVE ","SEATTLE",98104,"(425) 301-2505",-122.3320984,47.60323621,"BISCUIT BITCH, INC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0070784","DAKOZV0N9","",1
"6464","BOILING POINT RESTAURANT INC","BOILING POINT RESTAURANT INC- SEATTLE","9/24/18","Seating 51-150 - Risk Category III","610 5TH AVE S #1","SEATTLE",98104,"(626) 551-5181",-122.3274574,47.59683886,"BOILING POINT RESTAURANT INC","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0083388","DA4X0SJEJ","",1
"6465","CHE SARA SARA","CHE SARA SARA","9/24/18","Seating 13-50 - Risk Category III","222 1ST AVE S #606","SEATTLE",98104,"(206) 622-7688",-122.3337957,47.60022144,"CHE SARA SARA","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0084378","DASLN0HKR","",1
"6466","CHEW  CHEW'S","CHEW  CHEW'S","9/24/18","Seating 13-50 - Risk Category III","700 5TH AVE ","Seattle",98104,"(206) 223-0820",-122.3298807,47.60500737,"CHEW  CHEW'S","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0029169","DAWXH1P0O","",1
"6467","FLAME CAFE","FLAME CAFE","9/24/18","Seating 0-12 - Risk Category III","501 3RD AVE ","SEATTLE",98104,"(206) 856-3875",-122.3312522,47.60211058,"FLAME CAFE","Routine Inspection/Field Review",40,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0076225","DARIJNPWF","IVKAUWXPE",2
"6468","FLAME CAFE","FLAME CAFE","9/24/18","Seating 0-12 - Risk Category III","501 3RD AVE ","SEATTLE",98104,"(206) 856-3875",-122.3312522,47.60211058,"FLAME CAFE","Routine Inspection/Field Review",40,"Unsatisfactory",FALSE,"RED","1500 - Proper handling of pooled eggs",5,"PR0076225","DARIJNPWF","IV0XWAG9C",2
"6469","FLAME CAFE","FLAME CAFE","9/24/18","Seating 0-12 - Risk Category III","501 3RD AVE ","SEATTLE",98104,"(206) 856-3875",-122.3312522,47.60211058,"FLAME CAFE","Routine Inspection/Field Review",40,"Unsatisfactory",FALSE,"RED","2200 - Accurate thermometer provided and used ...",5,"PR0076225","DARIJNPWF","IVXWT3RBU",2
"6470","FLAME CAFE","FLAME CAFE","9/24/18","Seating 0-12 - Risk Category III","501 3RD AVE ","SEATTLE",98104,"(206) 856-3875",-122.3312522,47.60211058,"FLAME CAFE","Routine Inspection/Field Review",40,"Unsatisfactory",FALSE,"RED","0400 - Hands washed as required",25,"PR0076225","DARIJNPWF","IVQUGQJSM",2
"6471","HAPPY GARDEN FAST FOOD, INC.","HAPPY GARDEN FAST FOOD, INC.","9/24/18","Seating 0-12 - Risk Category III","615 3RD AVE ","Seattle",98104,"(206) 467-6689",-122.3320487,47.60316557,"HAPPY GARDEN FAST FOOD, INC.","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0032271","DADOHHYVO","",2
"6472","POKE BAR","POKE BAR","9/24/18","Seating 13-50 - Risk Category III","719 2ND AVE # B","SEATTLE",98104,"(213) 505-1838",-122.333924,47.60334412,"POKE BAR","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0084204","DAC6TYYQU","",2
"6473","STARBUCKS COFFEE #111","STARBUCKS COFFEE #111","9/24/18","Seating 0-12 - Risk Category II","700 5TH AVE","Seattle",98104,"",-122.3298807,47.60500737,"STARBUCKS COFFEE #111","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0029031","DAB2ZKWYX","",1
"6474","THAI TASTE","THAI TASTE","9/24/18","Seating 51-150 - Risk Category III","601 2ND AVE","SEATTLE",98104,"(206) 622-3363",-122.3330535,47.6023933,"THAI TASTE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0069520","DA2KPMWQB","IV9ZBDYH2",2
"6475","THAI TASTE","THAI TASTE","9/24/18","Seating 51-150 - Risk Category III","601 2ND AVE","SEATTLE",98104,"(206) 622-3363",-122.3330535,47.6023933,"THAI TASTE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"RED","1600 - Proper cooling procedure",25,"PR0069520","DA2KPMWQB","IVOJB1ZR7",2
"6476","THAI TASTE","THAI TASTE","9/24/18","Seating 51-150 - Risk Category III","601 2ND AVE","SEATTLE",98104,"(206) 622-3363",-122.3330535,47.6023933,"THAI TASTE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0069520","DA2KPMWQB","IVAUPAK0C",2
"6477","THAI TASTE","THAI TASTE","9/24/18","Seating 51-150 - Risk Category III","601 2ND AVE","SEATTLE",98104,"(206) 622-3363",-122.3330535,47.6023933,"THAI TASTE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0069520","DA2KPMWQB","IVBZITRJH",2
"6478","DELFINO'S CHICAGO STYLE PIZZA","DELFINO'S CHICAGO STYLE PIZZA","9/24/18","Mobile Food Unit - Risk Category III","2631 NE UNIVERSITY VILLAGE MALL","SEATTLE",98105,"(206) 972-5411",-122.2974596,47.66355701,"DELFINO'S CHICAGO STYLE PIZZA","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0085386","DAKMA91VE","IVYRUO0B0",NA
"6479","GREEN HOUSE","GREEN HOUSE","9/24/18","Seating 13-50 - Risk Category III","4106 BROOKLYN AVE NE #101 A","Seattle",98105,"(206) 632-2600",-122.3140434,47.65714553,"GREEN HOUSE","Routine Inspection/Field Review",30,"Unsatisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0032790","DA2KRI2YK","IVRXVXC30",2
"6480","GREEN HOUSE","GREEN HOUSE","9/24/18","Seating 13-50 - Risk Category III","4106 BROOKLYN AVE NE #101 A","Seattle",98105,"(206) 632-2600",-122.3140434,47.65714553,"GREEN HOUSE","Routine Inspection/Field Review",30,"Unsatisfactory",FALSE,"RED","0500 - Proper barriers used to prevent bare hand contact with ready to eat foods.",25,"PR0032790","DA2KRI2YK","IVMYOJ8LS",2
"6481","GRETCHEN'S PLACE","GRETCHEN'S PLACE","9/24/18","Seating 0-12 - Risk Category III","5432 SAND POINT WAY NE ","Seattle",98105,"(206) 403-1426",-122.2760639,47.66847836,"GRETCHEN'S PLACE","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0055663","DAID4ULH0","IV0EU7ITE",1
"6482","HWC TRAILHOUSE","HWC TRAILHOUSE","9/24/18","Seating 151-250 - Risk Category III","3600 NE 45TH ST","SEATTLE",98105,"(206) 877-2248",-122.2888001,47.66132695,"HWC TRAILHOUSE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0069296","DANH2JX07","",2
"6483","CHOICE DELI & GROCERY","CHOICE DELI & GROCERY","9/24/18","Seating 0-12 - Risk Category III","6415 8TH AVE NW ","SEATTLE",98107,"(206) 789-0211",-122.3664309,47.67576845,"CHOICE DELI & GROCERY","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0001454","DAJGBDVHS","",2
"6484","HIS WORD FOUND HERE","HIS WORD FOUND HERE","9/24/18","Seating 13-50 - Risk Category II","5404 22ND AVE NW","SEATTLE",98107,"(206) 331-0701",-122.3845039,47.66798169,"HIS WORD FOUND HERE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0084018","DASH0OVFE","",1
"6485","MONKEY BRIDGE","MONKEY BRIDGE","9/24/18","Seating 13-50 - Risk Category III","1723 NW MARKET ST ","SEATTLE",98107,"(206) 715-0906",-122.3796656,47.66837996,"MONKEY BRIDGE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0077129","DAHN0FUTI","",1
"6486","CIUDAD LLC","CIUDAD LLC","9/24/18","Seating 13-50 - Risk Category III","6118 12TH AVE S","SEATTLE",98108,"(206) 650-0886",-122.3169044,47.5481515,"CIUDAD LLC","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0085774","DAVSEEZYI","",2
"6487","HANGAR CAFE, THE","HANGAR CAFE, THE","9/24/18","Seating 13-50 - Risk Category III","6261 13TH AVE S","SEATTLE",98108,"(206) 941-2136",-122.3164162,47.54672199,"HANGAR CAFE, THE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0076479","DAFCCH8EW","",1
"6488","HITCHCOCK DELI GEORGETOWN","HITCHCOCK DELI GEORGETOWN","9/24/18","Seating 0-12 - Risk Category III","6003 12TH AVE S","SEATTLE",98108,"",-122.317463,47.54898185,"HITCHCOCK DELI GEORGETOWN","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0084035","DAJD7U9OQ","",2
"6489","ELTANA","ELTANA","9/24/18","Seating 0-12 - Risk Category III","305 HARRISON ST","SEATTLE",98109,"(206) 724-0660",-122.3533545,47.62111964,"ELTANA","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0082154","DAPWSGMB1","IVPIMGJVR",1
"6490","ELTANA","ELTANA","9/24/18","Seating 0-12 - Risk Category III","305 HARRISON ST","SEATTLE",98109,"(206) 724-0660",-122.3533545,47.62111964,"ELTANA","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0082154","DAPWSGMB1","IVNMYUGMZ",1
"6491","ELTANA","ELTANA","9/24/18","Seating 0-12 - Risk Category III","305 HARRISON ST","SEATTLE",98109,"(206) 724-0660",-122.3533545,47.62111964,"ELTANA","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0082154","DAPWSGMB1","IV8GVHNHI",1
"6492","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","9/24/18","Seating 51-150 - Risk Category III","300 ROY ST","SEATTLE",98109,"(425) 455-5825",-122.3512133,47.62562433,"PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","Routine Inspection/Field Review",48,"Unsatisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0081675","DAX0RRP0W","IVWBDRWN5",2
"6493","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","9/24/18","Seating 51-150 - Risk Category III","300 ROY ST","SEATTLE",98109,"(425) 455-5825",-122.3512133,47.62562433,"PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","Routine Inspection/Field Review",48,"Unsatisfactory",FALSE,"BLUE","3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,"PR0081675","DAX0RRP0W","IVZRHF00Y",2
"6494","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","9/24/18","Seating 51-150 - Risk Category III","300 ROY ST","SEATTLE",98109,"(425) 455-5825",-122.3512133,47.62562433,"PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","Routine Inspection/Field Review",48,"Unsatisfactory",FALSE,"BLUE","3000 - Proper thawing methods used",3,"PR0081675","DAX0RRP0W","IVAAADKWC",2
"6495","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","9/24/18","Seating 51-150 - Risk Category III","300 ROY ST","SEATTLE",98109,"(425) 455-5825",-122.3512133,47.62562433,"PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","Routine Inspection/Field Review",48,"Unsatisfactory",FALSE,"RED","1600 - Proper cooling procedure",25,"PR0081675","DAX0RRP0W","IVTP2YPFH",2
"6496","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","9/24/18","Seating 51-150 - Risk Category III","300 ROY ST","SEATTLE",98109,"(425) 455-5825",-122.3512133,47.62562433,"PINEAPPLE BISTRO AND BAR AT THE MAXWELL HOTEL","Routine Inspection/Field Review",48,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0081675","DAX0RRP0W","IVSRUSW8W",2
"6497","PINEAPPLE ESPRESS @ MAXWELL HOTEL","PINEAPPLE ESPRESS @ MAXWELL HOTEL","9/24/18","Seating 0-12 - Risk Category II","300 ROY ST ","SEATTLE",98109,"(425) 455-1600",-122.3512139,47.62562391,"PINEAPPLE ESPRESS @ MAXWELL HOTEL","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0079794","DAGM5MJFQ","IVTV7JWYP",1
"6498","PREMIER MEAT PIES, LLC","PREMIER MEAT PIES, LLC","9/24/18","Seating 0-12 - Risk Category III","305 HARRISON ST ","Seattle",98109,"(206) 619-0499",-122.3514916,47.62385954,"PREMIER MEAT PIES, LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0044610","DAMKNPOV3","",1
"6499","QUINCY'S","QUINCY'S","9/24/18","Seating 13-50 - Risk Category III","305 HARRISON ST ","Seattle",98109,"(206) 957-3202",-122.3514916,47.62385954,"QUINCY'S","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0008704","DAGCJI05B","IVWCQIA2E",1
"6500","85 C BAKERY CAFE","85 C BAKERY CAFE","9/24/18","Seating 0-12 - Risk Category III","2800 SOUTHCENTER MALL FC16","TUKWILA",98118,"(714) 459-1670",-122.25737,47.45908,"85 C BAKERY CAFE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0087452","DARQBPLOS","",1
"6501","BILLIARD HOANG/POOL HALL","BILLIARD HOANG/POOL HALL","9/24/18","Seating 13-50 - Risk Category III","3220 S HUDSON ST","Seattle",98118,"",-122.2901509,47.55730759,"BILLIARD HOANG/POOL HALL","Return Inspection",0,"Satisfactory",FALSE,"","",0,"PR0017672","DAVHZPJM7","",2
"6502","CANTON NOODLE HOUSE","CANTON NOODLE HOUSE","9/24/18","Seating 13-50 - Risk Category III","6008 M L KING JR WAY S ","Seattle",98118,"(206) 403-5918",-122.2859693,47.54759026,"CANTON NOODLE HOUSE","Routine Inspection/Field Review",25,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0003748","DAJJGGBNV","IVOO0ZFDI",2
"6503","CANTON NOODLE HOUSE","CANTON NOODLE HOUSE","9/24/18","Seating 13-50 - Risk Category III","6008 M L KING JR WAY S ","Seattle",98118,"(206) 403-5918",-122.2859693,47.54759026,"CANTON NOODLE HOUSE","Routine Inspection/Field Review",25,"Satisfactory",FALSE,"RED","2500 - Toxic substances properly identified,...",10,"PR0003748","DAJJGGBNV","IVOQQYV1W",2
"6504","CANTON NOODLE HOUSE","CANTON NOODLE HOUSE","9/24/18","Seating 13-50 - Risk Category III","6008 M L KING JR WAY S ","Seattle",98118,"(206) 403-5918",-122.2859693,47.54759026,"CANTON NOODLE HOUSE","Routine Inspection/Field Review",25,"Satisfactory",FALSE,"RED","2200 - Accurate thermometer provided and used ...",5,"PR0003748","DAJJGGBNV","IVAUSKPXX",2
"6505","CANTON NOODLE HOUSE","CANTON NOODLE HOUSE","9/24/18","Seating 13-50 - Risk Category III","6008 M L KING JR WAY S ","Seattle",98118,"(206) 403-5918",-122.2859693,47.54759026,"CANTON NOODLE HOUSE","Routine Inspection/Field Review",25,"Satisfactory",FALSE,"RED","1400 - Raw meats below and away from ready to eat food; species separated",5,"PR0003748","DAJJGGBNV","IVRELEX85",2
"6506","EMMA'S BBQ","EMMA'S BBQ","9/24/18","Seating 0-12 - Risk Category III","5303 RAINIER AVE S STE B","SEATTLE",98118,"(206) 371-0974",-122.2804642,47.5535399,"EMMA'S BBQ","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0086226","DAP5WOWFC","IVETQUNED",1
"6507","HILLMAN CITY CAFE","HILLMAN CITY CAFE","9/24/18","Seating 13-50 - Risk Category III","5811 RAINIER AVE S","SEATTLE",98118,"(206) 859-7321",-122.2775735,47.55011857,"HILLMAN CITY CAFE","Routine Inspection/Field Review",15,"Satisfactory",FALSE,"RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0081964","DADD4PK4T","IVCA4SBHE",2
"6508","HILLMAN CITY CAFE","HILLMAN CITY CAFE","9/24/18","Seating 13-50 - Risk Category III","5811 RAINIER AVE S","SEATTLE",98118,"(206) 859-7321",-122.2775735,47.55011857,"HILLMAN CITY CAFE","Routine Inspection/Field Review",15,"Satisfactory",FALSE,"RED","0600 - Adequate handwashing facilities",10,"PR0081964","DADD4PK4T","IVRFQ4WC5",2
"6509","HOANG LAN","HOANG LAN","9/24/18","Seating 13-50 - Risk Category III","7119 M L KING JR WAY S ","Seattle",98118,"(206) 722-3876",-122.2820811,47.53837502,"HOANG LAN","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0017318","DAQCIO70K","",1
"6510","MOMONA CAFE & RESTAURANT","MOMONA CAFE & RESTAURANT","9/24/18","Seating 13-50 - Risk Category III","6754 M L KING JR WAY S #103","SEATTLE",98118,"(206) 725-2511",-122.2833421,47.54199701,"MOMONA CAFE & RESTAURANT","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","1400 - Raw meats below and away from ready to eat food; species separated",5,"PR0047267","DAKQS8XZ8","IVC0GMPZJ",2
"6511","EVERGREENS INTERNATIONAL DISTRICT","EVERGREENS INTERNATIONAL DISTRICT","9/25/18","Seating 13-50 - Risk Category III","504 5TH AVE S STE 107","SEATTLE",98104,"(415) 269-9455",-122.3274599,47.59819221,"EVERGREENS INTERNATIONAL DISTRICT","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0087624","DAG2JPUCL","",1
"6512","MEDITERRANEAN MIX INC (KC491)","MEDITERRANEAN MIX INC (KC491) @ 1917 4TH AVE S SEATTLE","9/25/18","Mobile Food Unit - Risk Category III","205 1ST AVE S","SEATTLE",98104,"(206) 579-6252",-122.334498,47.600671,"MEDITERRANEAN MIX INC (KC491)","Routine Inspection/Field Review",0,"Incomplete",FALSE,"","",0,"PR0086083","DASNQFQVT","",NA
